pl_name,hostname,disc_year,discoverymethod,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_eqt,st_teff,sy_dist,sy_snum,sy_pnum
"Kepler-603 b","Kepler-603",2016,"Transit","Kepler",21.05358596000,0.1605200000,2.65000000,7.51000000,731.00,5808.00,1539.63000000,1,3
"Kepler-603 c","Kepler-603",2016,"Transit","Kepler",127.90757740000,0.5343900000,6.50000000,34.50000000,401.00,5808.00,1539.63000000,1,3
"Kepler-603 d","Kepler-603",2016,"Transit","Kepler",6.21712920000,0.0711700000,1.32000000,2.30000000,1098.00,5808.00,1539.63000000,1,3
"Kepler-604 b","Kepler-604",2016,"Transit","Kepler",25.85501786000,0.1735000000,2.59000000,7.22000000,637.00,5890.00,1026.49000000,1,1
"Kepler-605 b","Kepler-605",2016,"Transit","Kepler",3.38353806600,0.0424400000,1.44000000,2.67000000,1133.00,5462.00,556.58000000,1,2
"Kepler-605 c","Kepler-605",2016,"Transit","Kepler",2.35895151500,0.0333600000,0.86000000,0.56600000,1278.00,5462.00,556.58000000,1,2
"Kepler-606 b","Kepler-606",2016,"Transit","Kepler",24.31575992000,0.1700000000,3.31000000,11.00000000,683.00,6161.00,1215.11000000,1,1
"Kepler-607 b","Kepler-607",2016,"Transit","Kepler",0.63816320400,0.0137000000,0.87000000,0.59000000,1874.00,5196.00,519.12200000,1,2
"Kepler-608 b","Kepler-608",2016,"Transit","Kepler",6.41251503700,0.0685000000,3.64000000,12.90000000,1069.00,5820.00,946.68300000,1,1
"Kepler-609 b","Kepler-609",2016,"Transit","Kepler",6.52121066600,0.0682000000,3.35000000,11.20000000,932.00,5971.00,1065.82000000,1,1
"Kepler-610 b","Kepler-610",2016,"Transit","Kepler",6.99692655400,0.0719000000,4.19000000,16.30000000,888.00,5943.00,845.82400000,1,2
"Kepler-610 c","Kepler-610",2016,"Transit","Kepler",151.86392000000,0.5594000000,3.30000000,10.90000000,318.00,5943.00,845.82400000,1,2
"Kepler-611 b","Kepler-611",2016,"Transit","Kepler",2.43703330200,0.0351000000,1.65000000,3.36000000,1513.00,5761.00,1395.56000000,1,1
"Kepler-612 b","Kepler-612",2016,"Transit","Kepler",3.72215641300,0.0452000000,2.84000000,8.45000000,1046.00,5693.00,1445.53000000,1,1
"Kepler-613 b","Kepler-613",2016,"Transit","Kepler",15.77979614000,0.1232000000,2.29000000,5.86000000,713.00,5723.00,861.49400000,1,1
"Kepler-614 b","Kepler-614",2016,"Transit","Kepler",14.03491514000,0.1027000000,2.39000000,6.30000000,641.00,5268.00,527.99500000,1,1
"Kepler-615 b","Kepler-615",2016,"Transit","Kepler",10.35584657000,0.0850000000,1.74000000,3.68000000,620.00,4655.00,330.00000000,1,1
"Kepler-616 b","Kepler-616",2016,"Transit","Kepler",9.99761851000,0.0927000000,2.43000000,6.48000000,860.00,5753.00,945.77500000,1,3
"Kepler-616 c","Kepler-616",2016,"Transit","Kepler",90.41135560000,0.4024000000,3.41000000,11.50000000,413.00,5753.00,945.77500000,1,3
"Kepler-617 b","Kepler-617",2016,"Transit","Kepler",1.68269614800,0.0219000000,1.32000000,2.30000000,750.00,3712.00,173.35400000,1,1
"Kepler-618 b","Kepler-618",2016,"Transit","Kepler",3.59576964500,0.0449000000,2.60000000,7.27000000,1296.00,5860.00,1221.96000000,1,1
"Kepler-619 b","Kepler-619",2016,"Transit","Kepler",5.40427219700,0.0601400000,3.16000000,10.10000000,1073.00,5980.00,900.67800000,1,3
"Kepler-619 c","Kepler-619",2016,"Transit","Kepler",1.20846502600,0.0221600000,1.69000000,3.50000000,1767.00,5980.00,900.67800000,1,3
"Kepler-620 b","Kepler-620",2016,"Transit","Kepler",12.91375431000,0.1053000000,3.32000000,11.00000000,849.00,6155.00,1355.28000000,1,1
"Kepler-621 b","Kepler-621",2016,"Transit","Kepler",2.62811374600,0.0310000000,2.30000000,5.90000000,737.00,4521.00,389.00000000,1,1
"Kepler-622 b","Kepler-622",2016,"Transit","Kepler",14.28226676000,0.0978000000,2.13000000,5.18000000,446.00,4201.00,284.76100000,1,1
"Kepler-623 b","Kepler-623",2016,"Transit","Kepler",9.07097734000,0.0854000000,3.01000000,9.32000000,825.00,5443.00,737.70200000,1,1
"Kepler-624 b","Kepler-624",2016,"Transit","Kepler",14.58649607000,0.1163800000,2.31000000,5.95000000,852.00,6117.00,748.18800000,1,1
"Kepler-625 b","Kepler-625",2016,"Transit","Kepler",7.75192492000,0.0813700000,1.99000000,4.62000000,852.00,5789.00,760.70800000,1,2
"Kepler-625 c","Kepler-625",2016,"Transit","Kepler",4.16536510000,0.0537900000,1.05000000,1.16000000,1048.00,5789.00,760.70800000,1,2
"Kepler-626 b","Kepler-626",2016,"Transit","Kepler",14.48585199000,0.1091300000,2.29000000,5.86000000,784.00,5813.00,635.64300000,1,1
"Kepler-627 b","Kepler-627",2016,"Transit","Kepler",40.69944430000,0.2266100000,3.73000000,13.40000000,685.00,6424.00,984.30700000,1,1
"Kepler-629 b","Kepler-629",2016,"Transit","Kepler",7.23858540000,0.0710700000,1.38000000,2.48000000,816.00,5444.00,372.05000000,1,1
"Kepler-630 b","Kepler-630",2016,"Transit","Kepler",161.47439370000,0.5620100000,3.18000000,10.20000000,343.00,5829.00,839.78400000,1,1
"Kepler-631 b","Kepler-631",2016,"Transit","Kepler",17.97979059000,0.1401700000,2.90000000,8.75000000,828.00,6185.00,761.96600000,1,1
"Kepler-632 b","Kepler-632",2016,"Transit","Kepler",30.99660733000,0.1885000000,2.21000000,5.52000000,500.00,5322.00,349.00000000,1,1
"Kepler-633 b","Kepler-633",2016,"Transit","Kepler",8.50340718000,0.0818500000,1.63000000,3.29000000,1021.00,5899.00,680.54000000,1,2
"Kepler-634 b","Kepler-634",2016,"Transit","Kepler",5.16950177000,0.0576500000,1.89000000,4.23000000,1309.00,6075.00,888.02700000,1,1
"Kepler-635 b","Kepler-635",2016,"Transit","Kepler",23.44971004000,0.1833200000,2.64000000,7.46000000,802.00,6174.00,1141.08000000,1,1
"Kepler-636 b","Kepler-636",2016,"Transit","Kepler",16.08066114700,0.1185000000,4.45000000,18.10000000,614.00,5203.00,310.30100000,2,1
"Kepler-637 b","Kepler-637",2016,"Transit","Kepler",23.20584623000,0.1661900000,4.75000000,20.20000000,1002.00,6096.00,786.09100000,1,1
"Kepler-638 b","Kepler-638",2016,"Transit","Kepler",6.07972888000,0.0669500000,1.83000000,4.01000000,1111.00,5382.00,991.21400000,1,1
"Kepler-639 b","Kepler-639",2016,"Transit","Kepler",10.21420496000,0.0935800000,2.38000000,6.26000000,957.00,5896.00,850.24200000,1,1
"Kepler-640 b","Kepler-640",2016,"Transit","Kepler",22.24813967000,0.1541800000,2.56000000,7.08000000,609.00,5653.00,557.78700000,1,1
"Kepler-641 b","Kepler-641",2016,"Transit","Kepler",9.48961571000,0.0895000000,1.85000000,4.08000000,926.00,5713.00,969.91800000,1,1
"Kepler-642 b","Kepler-642",2016,"Transit","Kepler",4.41745855000,0.0563100000,2.90000000,8.75000000,1810.00,6570.00,781.58200000,1,1
"Kepler-643 b","Kepler-643",2016,"Transit","Kepler",16.33889626000,0.1348500000,10.16000000,321.00830000,963.00,4908.00,1063.58000000,1,1
"Kepler-644 b","Kepler-644",2016,"Transit","Kepler",3.17391710300,0.0464100000,3.15000000,10.10000000,1655.00,6747.00,1318.05000000,1,1
"Kepler-645 b","Kepler-645",2016,"Transit","Kepler",3.27582262100,0.0454100000,2.10000000,5.06000000,1730.00,6170.00,1173.57000000,1,1
"Kepler-646 b","Kepler-646",2016,"Transit","Kepler",15.87364565000,0.1125100000,1.99000000,4.62000000,632.00,5634.00,451.79400000,1,1
"Kepler-647 b","Kepler-647",2016,"Transit","Kepler",16.22546490000,0.1223700000,1.17000000,1.71000000,788.00,6020.00,1087.87000000,1,2
"Kepler-648 b","Kepler-648",2016,"Transit","Kepler",17.42117490000,0.1332400000,3.22000000,10.50000000,674.00,5741.00,636.03000000,1,1
"Kepler-649 b","Kepler-649",2016,"Transit","Kepler",29.90722674000,0.1752200000,2.26000000,5.73000000,564.00,5871.00,513.74800000,1,1
"Kepler-650 b","Kepler-650",2016,"Transit","Kepler",3.03214558800,0.0421000000,2.96000000,9.06000000,1507.00,5849.00,884.37800000,1,1
"Kepler-651 b","Kepler-651",2016,"Transit","Kepler",21.38521506000,0.1407800000,2.37000000,6.21000000,574.00,5522.00,509.40800000,1,1
"Kepler-652 b","Kepler-652",2016,"Transit","Kepler",4.18200253100,0.0495800000,2.49000000,6.76000000,974.00,5490.00,394.55000000,1,1
"Kepler-653 b","Kepler-653",2016,"Transit","Kepler",14.70748976000,0.1194500000,1.95000000,4.46000000,819.00,5665.00,595.63400000,1,2
"Kepler-653 c","Kepler-653",2016,"Transit","Kepler",0.90037647600,0.0185500000,0.78000000,0.39900000,2078.00,5665.00,595.63400000,1,2
"Kepler-654 b","Kepler-654",2016,"Transit","Kepler",13.72465129000,0.1166400000,2.07000000,4.94000000,831.00,5865.00,974.12400000,1,1
"Kepler-655 b","Kepler-655",2016,"Transit","Kepler",46.40633580000,0.2569700000,2.71000000,7.80000000,588.00,6170.00,752.56200000,1,1
"Kepler-656 b","Kepler-656",2016,"Transit","Kepler",1.26025909400,0.0223100000,3.12000000,9.91000000,1569.00,5281.00,890.35200000,1,2
"Kepler-657 b","Kepler-657",2016,"Transit","Kepler",24.54350418000,0.1733700000,3.52000000,12.20000000,616.00,5808.00,1691.88000000,1,1
"Kepler-658 b","Kepler-658",2016,"Transit","Kepler",1.28707676200,0.0188000000,1.63000000,3.29000000,871.00,4103.00,388.38400000,1,1
"Kepler-659 b","Kepler-659",2016,"Transit","Kepler",17.67179600000,0.1204000000,2.50000000,6.80000000,513.00,4870.00,722.64000000,1,1
"Kepler-660 b","Kepler-660",2016,"Transit","Kepler",9.27358194000,0.0759000000,2.57000000,7.13000000,649.00,4779.00,568.43100000,1,1
"Kepler-661 b","Kepler-661",2016,"Transit","Kepler",6.02930132100,0.0585000000,3.07000000,9.64000000,678.00,4483.00,534.78800000,1,1
"Kepler-662 b","Kepler-662",2016,"Transit","Kepler",21.67697486000,0.1408000000,2.18000000,5.39000000,530.00,4897.00,815.63700000,1,1
"Kepler-663 b","Kepler-663",2016,"Transit","Kepler",4.99678284000,0.0559000000,2.60000000,7.27000000,917.00,5264.00,1063.09000000,1,1
"Kepler-664 b","Kepler-664",2016,"Transit","Kepler",2.52559331500,0.0374000000,2.66000000,7.56000000,1406.00,5754.00,1210.12000000,1,1
"Kepler-665 b","Kepler-665",2016,"Transit","Kepler",16.01310205000,0.1148000000,2.60000000,7.27000000,593.00,4913.00,612.83800000,1,1
"Kepler-666 b","Kepler-666",2016,"Transit","Kepler",4.49876092000,0.0542000000,2.40000000,6.35000000,1133.00,5887.00,1508.71000000,1,1
"Kepler-667 b","Kepler-667",2016,"Transit","Kepler",41.43962808000,0.2288000000,4.73000000,20.10000000,516.00,5327.00,2302.45000000,1,1
"Kepler-668 b","Kepler-668",2016,"Transit","Kepler",8.35390639000,0.0768000000,2.70000000,7.75000000,790.00,5352.00,784.61800000,1,1
"Kepler-669 b","Kepler-669",2016,"Transit","Kepler",4.12554686900,0.0529000000,4.83000000,20.80000000,1243.00,6038.00,2063.41000000,1,1
"Kepler-670 b","Kepler-670",2016,"Transit","Kepler",2.81650485200,0.0383000000,13.18000000,,1219.00,5709.00,939.74400000,1,1
"Kepler-671 b","Kepler-671",2016,"Transit","Kepler",4.28095858800,0.0503000000,2.69000000,7.70000000,1012.00,5624.00,1168.26000000,1,1
"Kepler-672 b","Kepler-672",2016,"Transit","Kepler",38.37746230000,0.2163000000,2.50000000,6.80000000,529.00,5627.00,1033.93000000,1,1
"Kepler-673 b","Kepler-673",2016,"Transit","Kepler",3.72873109300,0.0455000000,6.54000000,34.80000000,1023.00,5355.00,918.21000000,1,1
"Kepler-674 b","Kepler-674",2016,"Transit","Kepler",2.24338184700,0.0280000000,1.69000000,3.50000000,822.00,4192.00,342.25400000,1,1
"Kepler-675 b","Kepler-675",2016,"Transit","Kepler",2.33743801000,0.0325000000,2.44000000,6.53000000,1070.00,4945.00,665.68000000,1,1
"Kepler-676 b","Kepler-676",2016,"Transit","Kepler",11.59822172000,0.0798000000,3.04000000,9.48000000,396.00,3701.00,295.19600000,1,1
"Kepler-677 b","Kepler-677",2016,"Transit","Kepler",6.57531678000,0.0670000000,5.38000000,25.00000000,1015.00,5723.00,1954.08000000,1,1
"Kepler-678 b","Kepler-678",2016,"Transit","Kepler",7.27503724000,0.0732000000,5.14000000,23.10000000,833.00,5520.00,1826.15000000,1,1
"Kepler-679 b","Kepler-679",2016,"Transit","Kepler",12.39358604000,0.0983000000,3.01000000,9.32000000,677.00,5403.00,922.24400000,1,1
"Kepler-680 b","Kepler-680",2016,"Transit","Kepler",3.68992629100,0.0469000000,2.42000000,6.44000000,1147.00,5890.00,1492.48000000,1,1
"Kepler-681 b","Kepler-681",2016,"Transit","Kepler",26.39435646000,0.1635000000,3.08000000,9.69000000,489.00,5021.00,686.92300000,1,1
"Kepler-682 b","Kepler-682",2016,"Transit","Kepler",12.61190667200,0.1058000000,7.37000000,42.60000000,753.00,5559.00,1979.25000000,1,1
"Kepler-683 b","Kepler-683",2016,"Transit","Kepler",2.53918317900,0.0355000000,1.97000000,4.54000000,1332.00,5703.00,1023.07000000,1,1
"Kepler-684 b","Kepler-684",2016,"Transit","Kepler",6.77030200800,0.0640000000,3.36000000,11.20000000,812.00,5493.00,1731.27000000,1,1
"Kepler-685 b","Kepler-685",2016,"Transit","Kepler",1.62552220000,0.0265000000,10.58000000,78.80000000,1579.00,5963.00,938.71500000,1,1
"Kepler-686 b","Kepler-686",2016,"Transit","Kepler",1.59474546300,0.0258000000,12.15000000,,1539.00,5649.00,1490.94000000,1,1
"Kepler-687 b","Kepler-687",2016,"Transit","Kepler",20.50586978000,0.1326000000,3.52000000,12.20000000,518.00,4841.00,633.66000000,1,1
"Kepler-688 b","Kepler-688",2016,"Transit","Kepler",3.89593684400,0.0460000000,9.76000000,68.70000000,1005.00,5715.00,1357.75000000,1,1
"Kepler-689 b","Kepler-689",2016,"Transit","Kepler",22.36656079000,0.1449000000,2.89000000,8.70000000,536.00,5518.00,1131.73000000,1,1
"Kepler-690 b","Kepler-690",2016,"Transit","Kepler",7.74809437400,0.0810000000,5.95000000,29.60000000,964.00,5913.00,1665.31000000,1,1
"Kepler-691 b","Kepler-691",2016,"Transit","Kepler",8.11437900000,0.0649000000,2.09000000,5.02000000,460.00,3715.00,279.11500000,1,1
"Kepler-692 b","Kepler-692",2016,"Transit","Kepler",21.81293494000,0.1495000000,3.11000000,9.85000000,639.00,5440.00,991.33600000,1,1
"Kepler-693 b","Kepler-693",2016,"Transit","Kepler",15.37563332000,0.1121000000,10.18000000,73.80000000,600.00,4881.00,1151.51000000,2,1
"Kepler-694 b","Kepler-694",2016,"Transit","Kepler",6.36584161200,0.0659000000,2.80000000,8.25000000,914.00,5700.00,1023.06000000,1,1
"Kepler-695 b","Kepler-695",2016,"Transit","Kepler",3.04033042400,0.0374000000,9.21000000,62.30000000,1021.00,5181.00,842.94700000,1,1
"Kepler-696 b","Kepler-696",2016,"Transit","Kepler",4.19042557500,0.0535000000,6.14000000,31.30000000,1234.00,5903.00,1416.44000000,1,1
"Kepler-697 b","Kepler-697",2016,"Transit","Kepler",3.70987064500,0.0471000000,4.13000000,16.00000000,1151.00,5513.00,1277.33000000,1,1
"Kepler-698 b","Kepler-698",2016,"Transit","Kepler",16.32976218000,0.1255000000,3.68000000,13.10000000,727.00,5612.00,1995.57000000,1,1
"Kepler-700 b","Kepler-700",2016,"Transit","Kepler",80.87206390000,0.3577000000,5.99000000,30.00000000,452.00,5692.00,1491.76000000,1,1
"Kepler-701 b","Kepler-701",2016,"Transit","Kepler",10.35533177000,0.0895000000,2.84000000,8.45000000,777.00,5343.00,774.15200000,1,1
"Kepler-702 b","Kepler-702",2016,"Transit","Kepler",10.52629406300,0.0880000000,9.17000000,61.80000000,713.00,5419.00,992.07100000,1,1
"Kepler-703 b","Kepler-703",2016,"Transit","Kepler",4.58352175600,0.0535000000,8.20000000,51.10000000,1038.00,6185.00,1156.83000000,1,1
"Kepler-704 b","Kepler-704",2016,"Transit","Kepler",3.76182115000,0.0470000000,2.61000000,7.32000000,1121.00,5616.00,1228.83000000,1,1
"Kepler-705 b","Kepler-705",2016,"Transit","Kepler",56.05605380000,0.2320000000,2.11000000,5.10000000,265.00,3722.00,276.88100000,1,1
"Kepler-707 b","Kepler-707",2016,"Transit","Kepler",2.23749275100,0.0325000000,1.33000000,2.33000000,1160.00,5099.00,591.77600000,1,1
"Kepler-708 b","Kepler-708",2016,"Transit","Kepler",3.16789193800,0.0426000000,2.93000000,8.91000000,1221.00,5692.00,1394.22000000,1,1
"Kepler-709 b","Kepler-709",2016,"Transit","Kepler",16.08524954000,0.1173000000,2.92000000,8.85000000,613.00,5071.00,664.84300000,1,1
"Kepler-710 b","Kepler-710",2016,"Transit","Kepler",4.34728552700,0.0524000000,1.88000000,4.19000000,1174.00,5611.00,1448.34000000,1,1
"Kepler-711 b","Kepler-711",2016,"Transit","Kepler",23.58914398000,0.1429000000,3.41000000,11.50000000,487.00,5222.00,624.57500000,1,1
"Kepler-712 b","Kepler-712",2016,"Transit","Kepler",21.02247699000,0.1361500000,3.41000000,11.50000000,521.00,5148.00,872.49300000,1,2
"Kepler-712 c","Kepler-712",2016,"Transit","Kepler",226.89047000000,0.6647900000,4.85000000,21.00000000,236.00,5148.00,872.49300000,1,2
"Kepler-713 b","Kepler-713",2016,"Transit","Kepler",7.41114100000,0.0748000000,2.48000000,6.71000000,905.00,5785.00,1089.87000000,1,1
"Kepler-714 b","Kepler-714",2016,"Transit","Kepler",8.09888798600,0.0832000000,9.67000000,67.60000000,986.00,5995.00,2083.37000000,1,1
"Kepler-715 b","Kepler-715",2016,"Transit","Kepler",10.00652995000,0.0933000000,3.75000000,13.50000000,876.00,5871.00,1327.44000000,1,1
"Kepler-716 b","Kepler-716",2016,"Transit","Kepler",10.37168453000,0.0862800000,2.90000000,8.75000000,720.00,5099.00,635.00900000,1,2
"Kepler-717 b","Kepler-717",2016,"Transit","Kepler",4.40840023000,0.0520000000,2.42000000,6.44000000,1139.00,5485.00,2805.48000000,1,1
"Kepler-718 b","Kepler-718",2016,"Transit","Kepler",2.05234990500,0.0322000000,16.56000000,,1497.00,6191.00,1302.33000000,1,1
"Kepler-719 b","Kepler-719",2016,"Transit","Kepler",5.00731777900,0.0556000000,8.52000000,54.50000000,998.00,5777.00,2497.51000000,1,1
"Kepler-720 b","Kepler-720",2016,"Transit","Kepler",4.70832654200,0.0539000000,8.41000000,53.40000000,1162.00,5618.00,1065.37000000,1,1
"Kepler-721 b","Kepler-721",2016,"Transit","Kepler",5.39202538800,0.0583000000,2.64000000,7.46000000,850.00,5075.00,926.59800000,1,1
"Kepler-722 b","Kepler-722",2016,"Transit","Kepler",4.09357325200,0.0514000000,2.63000000,7.41000000,1182.00,5863.00,1239.50000000,1,2
"Kepler-722 c","Kepler-722",2016,"Transit","Kepler",105.14474900000,0.4471000000,2.82000000,8.35000000,401.00,5863.00,1239.50000000,1,2
"Kepler-723 b","Kepler-723",2016,"Transit","Kepler",4.08227506800,0.0479000000,12.19000000,,1016.00,5539.00,1071.80000000,1,1
"Kepler-724 b","Kepler-724",2016,"Transit","Kepler",3.31494633800,0.0433000000,3.29000000,10.80000000,1155.00,5437.00,853.11900000,1,1
"Kepler-725 b","Kepler-725",2016,"Transit","Kepler",39.64372000000,0.2238000000,10.80000000,81.60000000,514.00,5395.00,758.46900000,1,2
"Kepler-726 b","Kepler-726",2016,"Transit","Kepler",21.80451088000,0.1406000000,3.26000000,10.70000000,543.00,5452.00,762.08100000,1,1
"Kepler-727 b","Kepler-727",2016,"Transit","Kepler",5.15448441700,0.0546000000,2.53000000,6.94000000,964.00,5441.00,831.84200000,1,1
"Kepler-728 b","Kepler-728",2016,"Transit","Kepler",5.74347726500,0.0625000000,3.34000000,11.10000000,982.00,5660.00,1765.23000000,1,1
"Kepler-729 b","Kepler-729",2016,"Transit","Kepler",3.16635371400,0.0432000000,3.58000000,12.50000000,1273.00,5633.00,1921.15000000,1,1
"Kepler-730 b","Kepler-730",2016,"Transit","Kepler",6.49168280800,0.0694000000,12.32990000,,1219.00,5620.00,1935.04000000,1,2
"Kepler-731 b","Kepler-731",2016,"Transit","Kepler",3.85560355100,0.0505000000,13.88000000,,1212.00,5849.00,1257.16000000,1,1
"Kepler-732 b","Kepler-732",2016,"Transit","Kepler",9.46781404800,0.0691000000,2.18000000,5.39000000,407.00,3631.00,174.82600000,1,2
"Kepler-732 c","Kepler-732",2016,"Transit","Kepler",0.89304123600,0.0143000000,1.27000000,2.15000000,893.00,3631.00,174.82600000,1,2
"Kepler-733 b","Kepler-733",2016,"Transit","Kepler",20.83424726000,0.1483000000,2.82000000,8.35000000,595.00,5418.00,916.70600000,1,1
"Kepler-734 b","Kepler-734",2016,"Transit","Kepler",6.10485285600,0.0583000000,3.56000000,12.40000000,784.00,5326.00,1157.21000000,1,1
"Kepler-735 b","Kepler-735",2016,"Transit","Kepler",11.51516988000,0.0965000000,2.95000000,9.01000000,657.00,5107.00,695.05900000,1,1
"Kepler-736 b","Kepler-736",2016,"Transit","Kepler",3.60147201000,0.0428000000,2.93000000,8.91000000,996.00,5217.00,1005.43000000,1,1
"Kepler-737 b","Kepler-737",2016,"Transit","Kepler",28.59915399000,0.1422000000,1.96000000,4.50000000,298.00,3813.00,205.11800000,1,1
"Kepler-738 b","Kepler-738",2016,"Transit","Kepler",24.58721573000,0.1552000000,2.50000000,6.80000000,530.00,5327.00,1113.65000000,1,1
"Kepler-739 b","Kepler-739",2016,"Transit","Kepler",12.53248465000,0.1054000000,3.32000000,11.00000000,775.00,5601.00,1370.65000000,1,1
"Kepler-740 b","Kepler-740",2016,"Transit","Kepler",3.58410121600,0.0462000000,4.57000000,18.90000000,1131.00,5438.00,1442.02000000,1,1
"Kepler-741 b","Kepler-741",2016,"Transit","Kepler",7.03902374000,0.0744000000,2.97000000,9.11000000,1051.00,6129.00,1661.87000000,1,1
"Kepler-742 b","Kepler-742",2016,"Transit","Kepler",8.36086823800,0.0744000000,3.24000000,10.60000000,690.00,4642.00,489.25300000,1,1
"Kepler-743 b","Kepler-743",2016,"Transit","Kepler",3.17926292100,0.0416600000,1.21000000,1.92000000,1101.00,5486.00,278.98700000,2,1
"Kepler-744 b","Kepler-744",2016,"Transit","Kepler",12.06222443000,0.0973500000,1.62000000,3.26000000,750.00,5594.00,449.96400000,1,1
"Kepler-745 b","Kepler-745",2016,"Transit","Kepler",9.93143556000,0.0915000000,2.16000000,5.31000000,931.00,5849.00,1780.38000000,1,1
